user_id,product_id,rating,review_text,review_date,votes
U01027,P00434,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-13,12
U01027,P00469,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-13,34
U01027,P00396,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-23,23
U01028,P00471,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-15,20
U01028,P00083,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-17,9
U01028,P00022,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-22,38
U01029,P00116,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-18,13
U01029,P00214,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-26,25
U01029,P00470,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-18,36
U01030,P00372,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-22,24
U01030,P00065,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-17,41
U01030,P00111,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-20,11
U01031,P00368,5,Một sản phẩm đáng mua! Vô cùng hài lòng với chất lượng và giá cả.,2024-05-18,45
U01031,P00417,4,"Sản phẩm tốt, đóng gói cẩn thận và giao hàng đúng hẹn.",2024-05-22,27
U01031,P00436,3,Sản phẩm khá ổn nhưng có một số chi tiết cần cải thiện.,2024-05-19,14
U01032,P00018,2,"Thất vọng với sản phẩm này, chất lượng không như quảng cáo.",2024-05-14,19
U01032,P00297,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-23,38
U01032,P00189,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-21,22
U01033,P00432,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-17,35
U01033,P00011,4,"Sản phẩm chất lượng tốt, đáng với số tiền bỏ ra.",2024-05-25,26
U01034,P00374,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-14,13
U01034,P00149,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-19,21
U01034,P00463,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-16,42
U01035,P00420,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-23,40
U01035,P00213,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-16,28
U01035,P00188,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-20,15
U01036,P00495,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-26,11
U01036,P00014,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-19,27
U01036,P00060,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-19,39
U01037,P00101,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-24,25
U01037,P00072,2,"Không hài lòng với sản phẩm, chất lượng kém.",2024-05-14,16
U01037,P00115,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-19,43
U01038,P00019,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-14,12
U01038,P00424,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-20,41
U01038,P00341,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-22,23
U01039,P00225,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-15,10
U01039,P00416,4,"Sản phẩm chất lượng tốt, đáng với số tiền bỏ ra.",2024-05-20,29
U01040,P00438,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-14,38
U01040,P00311,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-27,24
U01040,P00473,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-17,13
U01041,P00071,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-27,40
U01041,P00066,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-19,27
U01041,P00141,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-22,17
U01042,P00296,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-22,26
U01042,P00316,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-13,39
U01043,P00495,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-17,15
U01043,P00026,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-13,41
U01043,P00102,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-21,18
U01044,P00303,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-21,30
U01044,P00209,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-22,37
U01044,P00386,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-21,11
U01045,P00039,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-23,42
U01045,P00031,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-14,16
U01046,P00410,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-16,39
U01046,P00055,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-22,25
U01047,P00460,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-16,40
U01047,P00166,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-15,29
U01047,P00324,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-16,17
U01048,P00318,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-19,13
U01048,P00052,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-23,43
U01048,P00164,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-21,27
U01049,P00375,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-16,38
U01049,P00461,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-15,26
U01050,P00468,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-20,31
U01050,P00443,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-22,18
U01050,P00477,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-18,42
U01051,P00137,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-19,40
U01051,P00306,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-24,11
U01051,P00380,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-26,24
U01052,P00355,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-23,14
U01052,P00449,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-15,19
U01052,P00259,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-16,37
U01053,P00417,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-17,12
U01053,P00071,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-26,28
U01053,P00080,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-14,39
U01054,P00021,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-19,29
U01054,P00372,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-19,15
U01054,P00492,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-15,41
U01055,P00131,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-24,17
U01055,P00372,4,"Sản phẩm chất lượng tốt, đáng với số tiền bỏ ra.",2024-05-21,32
U01056,P00324,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-23,27
U01056,P00355,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-18,13
U01057,P00293,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-22,42
U01057,P00254,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-22,16
U01057,P00031,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-26,30
U01058,P00052,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-17,39
U01058,P00106,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-23,18
U01058,P00007,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-15,33
U01059,P00357,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-19,28
U01059,P00195,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-22,41
U01059,P00283,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-18,14
U01060,P00381,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-25,29
U01060,P00364,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-16,15
U01060,P00338,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-23,43
U01061,P00013,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-23,40
U01061,P00408,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-14,12
U01062,P00495,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-18,28
U01062,P00008,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-24,42
U01062,P00323,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-17,17
U01063,P00200,4,"Sản phẩm chất lượng tốt, đáng với số tiền bỏ ra.",2024-05-20,33
U01063,P00322,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-15,44
U01063,P00194,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-22,16
U01064,P00087,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-22,13
U01064,P00099,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-23,45
U01064,P00314,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-18,32
U01065,P00384,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-15,39
U01065,P00105,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-18,14
U01066,P00479,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-15,18
U01066,P00421,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-16,41
U01066,P00408,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-26,30
U01067,P00238,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-20,15
U01067,P00069,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-24,33
U01067,P00160,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-20,46
U01068,P00252,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-18,17
U01068,P00203,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-16,40
U01068,P00087,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-19,19
U01069,P00158,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-14,13
U01069,P00068,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-18,42
U01069,P00206,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-15,34
U01070,P00461,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-24,31
U01070,P00018,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-25,47
U01070,P00424,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-21,16
U01071,P00045,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-20,29
U01071,P00182,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-17,43
U01071,P00142,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-14,18
U01072,P00377,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-24,44
U01072,P00147,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-18,14
U01072,P00018,4,"Sản phẩm chất lượng tốt, đáng với số tiền bỏ ra.",2024-05-16,35
U01073,P00287,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-20,20
U01073,P00116,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-23,16
U01073,P00109,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-25,32
U01074,P00428,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-18,15
U01074,P00260,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-24,30
U01075,P00120,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-26,45
U01075,P00435,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-25,36
U01076,P00187,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-24,21
U01076,P00055,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-25,33
U01076,P00127,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-15,42
U01077,P00238,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-21,34
U01078,P00116,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-20,46
U01078,P00457,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-21,15
U01079,P00105,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-21,43
U01079,P00193,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-19,37
U01079,P00426,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-21,16
U01080,P00035,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-20,14
U01080,P00292,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-26,35
U01080,P00188,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-16,50
U01081,P00192,4,"Sản phẩm chất lượng tốt, đáng giá với số tiền bỏ ra.",2024-05-17,38
U01081,P00104,3,"Sản phẩm ổn, có một số chi tiết nhỏ cần cải thiện.",2024-05-21,19
U01081,P00118,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-26,47
U01082,P00157,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-25,44
U01082,P00081,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-18,22
U01083,P00172,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-20,45
U01083,P00413,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-18,34
U01083,P00330,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-13,18
U01084,P00500,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-16,51
U01084,P00407,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-17,23
U01084,P00186,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-18,36
U01085,P00032,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-19,16
U01085,P00286,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-14,37
U01085,P00185,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-21,48
U01086,P00078,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-21,46
U01086,P00305,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-15,24
U01086,P00007,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-20,35
U01087,P00499,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-23,38
U01087,P00236,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-24,19
U01088,P00247,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-13,17
U01088,P00143,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-18,49
U01088,P00239,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-19,25
U01089,P00055,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-15,20
U01089,P00283,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-18,47
U01089,P00294,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-24,36
U01090,P00224,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-26,53
U01090,P00226,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-17,26
U01090,P00042,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-21,39
U01091,P00348,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-22,50
U01092,P00324,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-23,37
U01092,P00045,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-14,27
U01092,P00202,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-15,51
U01093,P00194,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-17,40
U01093,P00125,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-15,19
U01093,P00400,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-22,54
U01094,P00035,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-17,22
U01094,P00085,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-14,52
U01095,P00221,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-17,23
U01095,P00007,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-18,38
U01095,P00257,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-23,53
U01096,P00087,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-24,55
U01096,P00348,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-24,41
U01097,P00189,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-17,42
U01098,P00230,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-21,55
U01098,P00174,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-20,20
U01098,P00262,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-16,39
U01099,P00036,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-15,56
U01099,P00338,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-16,25
U01100,P00093,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-14,30
U01101,P00290,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-21,21
U01101,P00269,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-24,44
U01101,P00003,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-15,57
U01102,P00300,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-17,31
U01102,P00002,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-23,22
U01102,P00120,5,Tuyệt vời! Một trong những sản phẩm tốt nhất tôi từng mua.,2024-05-24,58
U01103,P00174,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-19,45
U01103,P00498,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-15,27
U01103,P00252,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-23,59
U01104,P00159,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-26,32
