user_id,product_id,purchase_timestamp,quantity,price,order_id
U01023,P00449,2024-05-13 11:22:55.605119,5,402.06,O04088
U01023,P00269,2024-05-11 04:39:16.605119,2,913.77,O05484
U01024,P00285,2024-05-08 08:11:39.605119,5,349.05,O08512
U01024,P00484,2024-05-16 14:08:50.605119,3,875.76,O01980
U01024,P00114,2024-05-13 12:28:33.605119,3,70.0,O07789
U01025,P00488,2024-05-11 23:38:56.605119,2,331.33,O06382
U01025,P00176,2024-05-14 17:40:22.605119,1,799.27,O04145
U01025,P00427,2024-05-08 07:11:10.605119,2,686.93,O08227
U01026,P00437,2024-05-12 02:30:55.605119,4,735.7,O09372
U01026,P00269,2024-05-16 01:54:33.605119,2,840.1,O09565
U01027,P00396,2024-05-18 00:07:41.605119,1,273.12,O09536
U01027,P00469,2024-05-08 07:21:34.605119,2,271.85,O03311
U01027,P00434,2024-05-08 16:45:25.605119,2,999.34,O03541
U01028,P00083,2024-05-11 04:21:34.605119,1,215.67,O02647
U01028,P00471,2024-05-08 00:42:24.605119,2,593.15,O05856
U01028,P00022,2024-05-17 22:30:16.605119,1,918.18,O01946
U01029,P00116,2024-05-13 23:52:15.605119,2,664.42,O05675
U01029,P00214,2024-05-20 01:24:30.605119,1,270.61,O00813
U01029,P00470,2024-05-13 20:39:07.605119,2,80.54,O07765
U01030,P00111,2024-05-13 05:18:55.605119,1,813.29,O04613
U01030,P00065,2024-05-11 13:49:16.605119,1,557.89,O01025
U01030,P00372,2024-05-16 09:17:37.605119,4,258.07,O07447
U01031,P00368,2024-05-13 13:53:54.605119,3,321.86,O01095
U01031,P00417,2024-05-15 08:41:48.605119,1,524.55,O05690
U01031,P00436,2024-05-13 19:40:51.605119,1,251.33,O08727
U01032,P00189,2024-05-14 23:36:23.605119,5,39.25,O01960
U01032,P00297,2024-05-17 23:37:33.605119,3,92.63,O09158
U01032,P00018,2024-05-08 15:37:58.605119,1,271.9,O01835
U01033,P00011,2024-05-19 16:32:49.605119,1,486.46,O01180
U01033,P00432,2024-05-10 05:29:24.605119,4,575.14,O00961
U01034,P00149,2024-05-12 14:35:57.605119,3,298.38,O01147
U01034,P00463,2024-05-10 03:01:37.605119,4,784.24,O08734
U01034,P00374,2024-05-09 07:43:26.605119,5,290.56,O03230
U01035,P00420,2024-05-18 15:29:57.605119,3,553.59,O01463
U01035,P00188,2024-05-15 09:53:14.605119,3,16.42,O07562
U01035,P00213,2024-05-11 23:10:22.605119,5,534.35,O00638
U01036,P00495,2024-05-20 04:54:35.605119,5,158.32,O07890
U01036,P00060,2024-05-13 18:43:53.605119,3,279.53,O05782
U01036,P00014,2024-05-14 01:23:57.605119,2,42.51,O06546
U01037,P00072,2024-05-09 00:09:46.605119,4,775.15,O00820
U01037,P00101,2024-05-18 12:12:48.605119,4,228.91,O01621
U01037,P00115,2024-05-14 04:30:53.605119,2,151.36,O04456
U01038,P00019,2024-05-08 23:36:01.605119,1,18.4,O07155
U01038,P00424,2024-05-15 23:07:03.605119,3,751.78,O06894
U01038,P00341,2024-05-16 16:00:06.605119,3,412.21,O09911
U01039,P00416,2024-05-13 23:34:34.605119,4,928.45,O05538
U01039,P00225,2024-05-09 06:40:35.605119,2,270.77,O03607
U01040,P00473,2024-05-11 02:52:26.605119,3,177.86,O07502
U01040,P00438,2024-05-08 10:51:30.605119,3,134.84,O03575
U01040,P00311,2024-05-20 02:28:43.605119,1,744.24,O05744
U01041,P00071,2024-05-20 06:04:34.605119,5,348.67,O06616
U01041,P00141,2024-05-15 14:09:28.605119,4,172.54,O00969
U01041,P00066,2024-05-13 01:01:31.605119,3,876.24,O03143
U01042,P00296,2024-05-16 10:58:29.605119,4,20.56,O00294
U01042,P00316,2024-05-08 11:43:27.605119,3,849.44,O05677
U01043,P00495,2024-05-12 09:03:49.605119,3,49.53,O06528
U01043,P00102,2024-05-14 02:55:30.605119,3,327.16,O08332
U01043,P00026,2024-05-08 16:49:01.605119,5,750.61,O04781
U01044,P00303,2024-05-14 09:22:38.605119,3,738.66,O01543
U01044,P00209,2024-05-17 10:52:52.605119,2,172.75,O00806
U01044,P00386,2024-05-16 14:55:16.605119,2,413.93,O09436
U01045,P00031,2024-05-08 13:17:48.605119,4,819.09,O01701
U01045,P00039,2024-05-16 22:09:38.605119,3,328.14,O04552
U01046,P00410,2024-05-09 11:32:22.605119,5,548.26,O06748
U01046,P00055,2024-05-15 16:27:31.605119,1,715.07,O05316
U01047,P00324,2024-05-09 23:14:53.605119,1,598.39,O00967
U01047,P00166,2024-05-09 14:07:07.605119,4,532.16,O07570
U01047,P00460,2024-05-10 15:30:36.605119,3,548.32,O02919
U01048,P00318,2024-05-13 22:08:54.605119,1,689.85,O08853
U01048,P00164,2024-05-14 17:12:34.605119,2,569.55,O07467
U01048,P00052,2024-05-18 10:58:23.605119,1,665.27,O04754
U01049,P00461,2024-05-08 21:59:37.605119,5,35.55,O02980
U01049,P00375,2024-05-10 00:18:45.605119,1,223.12,O09084
U01050,P00477,2024-05-12 05:45:41.605119,4,506.34,O01532
U01050,P00443,2024-05-17 00:00:56.605119,5,119.64,O04871
U01050,P00468,2024-05-15 15:37:04.605119,4,93.16,O02301
U01051,P00380,2024-05-19 01:32:51.605119,1,197.87,O05254
U01051,P00137,2024-05-14 03:23:17.605119,2,277.27,O00622
U01051,P00306,2024-05-17 04:57:43.605119,1,857.74,O03921
U01052,P00449,2024-05-08 17:23:23.605119,5,175.43,O03649
U01052,P00355,2024-05-17 17:22:51.605119,4,551.04,O07519
U01052,P00259,2024-05-10 15:09:21.605119,3,777.39,O02975
U01053,P00071,2024-05-20 04:11:15.605119,1,617.32,O05174
U01053,P00417,2024-05-12 20:33:32.605119,2,92.97,O05422
U01053,P00080,2024-05-09 18:25:56.605119,2,396.8,O06537
U01054,P00372,2024-05-14 01:18:45.605119,4,749.3,O05302
U01054,P00492,2024-05-09 10:09:46.605119,3,396.39,O08407
U01054,P00021,2024-05-14 16:42:50.605119,5,405.15,O03169
U01055,P00131,2024-05-18 10:27:29.605119,3,936.76,O00229
U01055,P00372,2024-05-14 22:54:28.605119,1,885.04,O08012
U01056,P00355,2024-05-12 18:35:51.605119,2,790.32,O09880
U01056,P00324,2024-05-18 19:47:44.605119,3,686.01,O05931
U01057,P00031,2024-05-19 01:22:44.605119,5,285.14,O04222
U01057,P00293,2024-05-16 16:31:59.605119,2,651.69,O04564
U01057,P00254,2024-05-15 00:37:52.605119,3,725.42,O07525
U01058,P00106,2024-05-17 09:14:05.605119,5,117.52,O01977
U01058,P00007,2024-05-10 05:43:21.605119,1,939.83,O05641
U01058,P00052,2024-05-10 12:02:10.605119,4,879.91,O03024
U01059,P00283,2024-05-12 22:35:44.605119,2,160.09,O07103
U01059,P00357,2024-05-14 01:19:58.605119,3,855.8,O01400
U01059,P00195,2024-05-16 21:06:49.605119,3,566.46,O09584
U01060,P00338,2024-05-16 20:02:50.605119,2,725.39,O01120
U01060,P00381,2024-05-20 07:37:24.605119,1,498.33,O08754
U01060,P00364,2024-05-09 16:38:19.605119,2,394.17,O03976
U01061,P00013,2024-05-17 10:16:48.605119,3,665.3,O04385
U01061,P00408,2024-05-09 02:14:46.605119,4,254.71,O08978
U01062,P00495,2024-05-12 07:48:07.605119,5,719.0,O01145
U01062,P00323,2024-05-10 16:39:14.605119,5,250.29,O01798
U01062,P00008,2024-05-19 05:53:05.605119,2,301.06,O01443
U01063,P00322,2024-05-08 05:12:26.605119,2,655.16,O00553
U01063,P00200,2024-05-15 09:42:15.605119,2,819.27,O08861
U01063,P00194,2024-05-15 20:07:02.605119,2,173.09,O03870
U01064,P00314,2024-05-12 17:02:20.605119,4,907.19,O03578
U01064,P00087,2024-05-17 07:50:04.605119,2,707.74,O07192
U01064,P00099,2024-05-17 23:43:23.605119,5,291.7,O02929
U01065,P00105,2024-05-12 18:04:16.605119,1,781.3,O09583
U01065,P00384,2024-05-10 10:38:49.605119,2,970.12,O03655
U01066,P00408,2024-05-19 07:34:33.605119,2,854.45,O02484
U01066,P00421,2024-05-11 16:10:09.605119,3,964.13,O07321
U01066,P00479,2024-05-09 22:52:33.605119,4,555.26,O07810
U01067,P00069,2024-05-18 11:37:59.605119,2,335.72,O00869
U01067,P00238,2024-05-13 02:48:14.605119,4,667.17,O08737
U01067,P00160,2024-05-15 19:48:23.605119,3,957.0,O04375
U01068,P00252,2024-05-11 05:31:14.605119,3,45.89,O04828
U01068,P00087,2024-05-12 05:36:47.605119,2,143.11,O04593
U01068,P00203,2024-05-09 13:01:45.605119,5,243.29,O05228
U01069,P00158,2024-05-09 21:05:19.605119,3,469.19,O04401
U01069,P00206,2024-05-08 08:47:57.605119,4,728.85,O03519
U01069,P00068,2024-05-12 16:29:32.605119,5,682.34,O07989
U01070,P00461,2024-05-19 03:02:06.605119,1,802.32,O04898
U01070,P00424,2024-05-14 11:11:02.605119,5,610.88,O09856
U01070,P00018,2024-05-20 04:58:41.605119,1,532.86,O08167
U01071,P00045,2024-05-13 10:44:35.605119,1,277.1,O01989
U01071,P00182,2024-05-10 15:39:35.605119,3,219.41,O04527
U01071,P00142,2024-05-08 17:47:57.605119,2,473.64,O06896
U01072,P00018,2024-05-11 05:27:14.605119,2,51.18,O01941
U01072,P00377,2024-05-17 11:53:49.605119,5,417.78,O06525
U01072,P00147,2024-05-13 23:44:55.605119,4,599.1,O00430
U01073,P00116,2024-05-17 05:25:02.605119,2,691.23,O03710
U01073,P00287,2024-05-15 00:14:30.605119,2,278.47,O03725
U01073,P00109,2024-05-19 05:05:16.605119,1,42.5,O00389
U01074,P00260,2024-05-18 02:40:36.605119,3,485.18,O06294
U01074,P00428,2024-05-12 01:41:06.605119,5,259.15,O04191
U01075,P00120,2024-05-20 05:23:39.605119,5,321.91,O03002
U01075,P00435,2024-05-19 09:27:22.605119,5,927.91,O09612
U01076,P00187,2024-05-18 09:12:43.605119,5,159.28,O04738
U01076,P00127,2024-05-08 16:43:53.605119,4,376.3,O01116
U01076,P00055,2024-05-19 02:24:27.605119,2,409.51,O00837
U01077,P00238,2024-05-16 04:12:27.605119,5,855.01,O07528
U01078,P00116,2024-05-15 10:53:55.605119,2,887.43,O04942
U01078,P00457,2024-05-16 01:53:19.605119,2,839.95,O03569
U01079,P00105,2024-05-14 01:14:25.605119,5,629.6,O02894
U01079,P00426,2024-05-16 19:52:32.605119,3,862.1,O07258
U01079,P00193,2024-05-13 05:00:05.605119,5,954.38,O01230
U01080,P00035,2024-05-13 23:19:20.605119,5,330.43,O04849
U01080,P00292,2024-05-19 00:04:45.605119,3,567.75,O03314
U01080,P00188,2024-05-10 15:31:48.605119,4,203.61,O01699
U01081,P00118,2024-05-19 09:20:04.605119,2,67.21,O00833
U01081,P00104,2024-05-16 11:47:20.605119,1,135.76,O00248
U01081,P00192,2024-05-10 00:06:27.605119,3,239.86,O09329
U01082,P00157,2024-05-18 04:38:17.605119,2,50.38,O01094
U01082,P00081,2024-05-13 09:11:15.605119,1,437.7,O03605
U01083,P00330,2024-05-08 14:20:53.605119,1,857.68,O07541
U01083,P00172,2024-05-14 04:56:47.605119,2,921.82,O06964
U01083,P00413,2024-05-12 02:33:41.605119,1,272.47,O01342
U01084,P00407,2024-05-11 07:38:52.605119,5,341.1,O07829
U01084,P00186,2024-05-13 09:43:38.605119,3,893.31,O09523
U01084,P00500,2024-05-10 06:22:53.605119,3,980.52,O05975
U01085,P00286,2024-05-09 20:37:22.605119,4,661.37,O04976
U01085,P00032,2024-05-14 00:28:55.605119,1,394.3,O08205
U01085,P00185,2024-05-16 02:41:01.605119,4,945.74,O03077
U01086,P00078,2024-05-15 11:38:51.605119,1,62.88,O07853
U01086,P00305,2024-05-09 06:09:42.605119,1,845.77,O01469
U01086,P00007,2024-05-13 20:17:54.605119,4,251.65,O03406
U01087,P00236,2024-05-19 06:30:34.605119,2,840.98,O05120
U01087,P00499,2024-05-16 23:50:05.605119,5,700.38,O08505
U01088,P00247,2024-05-08 04:13:12.605119,1,975.64,O08245
U01088,P00239,2024-05-14 11:49:46.605119,1,604.59,O09737
U01088,P00143,2024-05-12 03:32:38.605119,2,925.5,O02869
U01089,P00294,2024-05-19 21:27:26.605119,3,709.78,O08370
U01089,P00055,2024-05-08 04:58:04.605119,1,866.01,O03763
U01089,P00283,2024-05-12 20:59:49.605119,4,681.75,O05587
U01090,P00224,2024-05-19 05:53:03.605119,3,475.84,O03136
U01090,P00042,2024-05-15 06:02:18.605119,2,207.73,O03327
U01090,P00226,2024-05-10 19:16:11.605119,4,790.39,O00342
U01091,P00348,2024-05-16 07:13:16.605119,3,838.87,O02843
U01092,P00202,2024-05-09 21:20:40.605119,3,538.17,O09927
U01092,P00045,2024-05-09 00:59:25.605119,4,737.31,O08313
U01092,P00324,2024-05-17 18:38:42.605119,3,217.39,O03153
U01093,P00125,2024-05-10 16:04:30.605119,3,414.57,O06752
U01093,P00400,2024-05-16 22:10:26.605119,1,246.79,O06855
U01093,P00194,2024-05-11 10:44:45.605119,1,51.91,O03336
U01094,P00035,2024-05-12 19:24:56.605119,1,170.61,O03177
U01094,P00085,2024-05-08 09:53:22.605119,4,628.05,O04057
U01095,P00007,2024-05-13 21:15:31.605119,3,729.97,O05339
U01095,P00257,2024-05-18 09:55:46.605119,5,36.08,O09469
U01095,P00221,2024-05-12 15:04:50.605119,2,915.52,O04669
U01096,P00087,2024-05-19 21:49:18.605119,3,786.07,O06994
U01096,P00348,2024-05-18 05:26:08.605119,2,135.91,O00864
U01097,P00189,2024-05-10 06:51:51.605119,1,937.89,O07373
U01098,P00262,2024-05-09 09:23:59.605119,2,332.25,O00717
U01098,P00174,2024-05-14 07:00:25.605119,2,750.3,O04723
U01098,P00230,2024-05-16 04:01:35.605119,5,620.72,O03719
U01099,P00036,2024-05-09 06:58:13.605119,2,812.61,O01306
U01099,P00338,2024-05-11 17:13:37.605119,1,514.15,O03801
U01100,P00093,2024-05-07 21:46:52.605119,1,637.71,O03807
U01101,P00290,2024-05-15 07:37:26.605119,5,841.17,O03446
U01101,P00269,2024-05-17 10:10:09.605119,2,180.47,O01209
U01101,P00003,2024-05-10 04:57:41.605119,2,783.11,O09611
U01102,P00300,2024-05-10 18:11:15.605119,2,463.06,O02211
U01102,P00120,2024-05-18 04:37:15.605119,1,977.55,O09080
U01102,P00002,2024-05-16 16:03:48.605119,5,158.65,O04381
U01103,P00174,2024-05-13 19:47:17.605119,3,519.63,O08677
U01103,P00252,2024-05-18 20:51:01.605119,2,39.89,O03850
U01103,P00498,2024-05-08 13:53:03.605119,5,211.04,O00852
U01104,P00205,2024-05-16 05:54:13.605119,2,877.72,O05836
U01104,P00442,2024-05-18 04:10:06.605119,2,32.03,O06723
U01104,P00159,2024-05-20 06:06:53.605119,2,800.7,O02730
U01105,P00368,2024-05-17 08:59:43.605119,1,702.39,O06142
U01105,P00281,2024-05-19 08:44:04.605119,5,33.22,O01256
U01105,P00383,2024-05-12 08:22:24.605119,3,200.83,O05796
U01106,P00370,2024-05-09 23:08:43.605119,5,71.45,O09344
U01106,P00011,2024-05-08 19:05:34.605119,4,726.76,O06240
U01106,P00052,2024-05-20 03:44:51.605119,1,549.33,O08057
U01107,P00473,2024-05-14 01:10:37.605119,3,309.73,O05575
U01107,P00278,2024-05-19 14:29:44.605119,5,121.12,O01522
U01107,P00070,2024-05-09 17:13:02.605119,4,989.83,O07563
U01108,P00228,2024-05-11 18:41:45.605119,3,857.53,O05532
U01108,P00434,2024-05-18 03:06:19.605119,4,303.19,O06230
U01108,P00282,2024-05-20 03:20:23.605119,5,490.93,O06853
U01109,P00004,2024-05-10 03:26:06.605119,4,146.85,O01127
U01109,P00409,2024-05-11 08:20:46.605119,2,910.21,O02064
U01109,P00343,2024-05-18 08:15:35.605119,1,993.46,O07352
U01110,P00292,2024-05-17 15:35:12.605119,1,478.89,O07284
U01110,P00180,2024-05-16 19:43:28.605119,4,119.17,O05035
U01110,P00461,2024-05-15 16:07:06.605119,5,101.92,O05341
U01111,P00172,2024-05-16 04:37:35.605119,4,197.47,O00335
U01111,P00341,2024-05-11 18:49:11.605119,5,63.39,O00785
U01111,P00370,2024-05-11 22:07:56.605119,4,399.51,O06866
U01112,P00482,2024-05-15 17:37:11.605119,4,605.35,O04182
U01112,P00465,2024-05-18 08:09:50.605119,4,549.91,O02435
U01112,P00231,2024-05-10 00:51:38.605119,2,323.43,O02334
U01113,P00407,2024-05-16 10:50:07.605119,1,233.72,O07132
U01113,P00445,2024-05-16 21:30:04.605119,1,772.71,O00151
U01113,P00496,2024-05-16 15:58:18.605119,5,799.96,O01219
U01114,P00436,2024-05-17 20:38:08.605119,1,727.66,O01044
